en,de
"the commission found that cyprus airways had been in economic difficulties for many years and repeatedly benefitted from public support measures (for full details, see chronology below):","die kommission stellte fest, dass cyprus airways seit jahren in wirtschaftlichen schwierigkeiten war und wiederholt staatliche unterstützung erhalten hatte (nähere angaben dazu in der chronologischen übersicht weiter unten):"
"the commission noted in particular that all seafarers on board both dis and das-registered vessels were 'liable to income tax' in denmark even though their fiscal treatment significantly reduces their income tax, or even may in certain cases tend to annul it.","die kommission stellte insbesondere fest, dass alle seeleute an bord von schiffen, die im dis- und im das-register eingetragen sind, in dänemark einkommenssteuerpflichtig waren, auch wenn sie aufgrund ihrer steuerlichen behandlung nur mit einem beträchtlich ermäßigten einkommensteuersatz belastet werden, der in manchen fällen auf eine steuerbefreiung hinausläuft."
"the commission and the foundation will also jointly fund clinical development of new tools to treat and prevent hiv, tuberculosis, malaria and other neglected infectious diseases such as diarrhoeal diseases, buruli ulcer, trachoma, lymphatic filariasis and sleeping sickness.","die kommission und die stiftung werden auch gemeinsam die klinische entwicklung neuer werkzeuge zur behandlung und prävention von hiv, tuberkulose, malaria und anderen wenig beachteten infektionskrankheiten finanziell unterstützen – beispielsweise durchfallerkrankungen, buruli ulcer, trachom, elephantiasis und schlafkrankheit."
"the commission is currently negotiating new integrated projects and networks of excellence, resulting from a first call for proposals, that address depression, neuropathology of ataxias, protein aggregation in neurodegenerative diseases and human brain tissue.","die kommission verhandelt derzeit über neue integrierte projekte und exzellenznetze, die aus einer ersten aufforderung zur einreichung von vorschlägen hervorgingen und sich mit depressionen, der neuropathologie von ataxien, der proteinaggregation bei neurodegenerativen erkrankungen und dem menschlichen hirngewebe befassen."
"the commission notes that eu citizens, who recently visited germany, should pay attention to symptoms, such as bloody diarrhoea, and accordingly consult their physician.","die kommission weist darauf hin, dass eu-bürgerinnen und -bürger, die sich vor kurzem in deutschland aufgehalten haben, auf symptome wie blutigen durchfall achten und gegebenenfalls ihren arzt aufsuchen sollten."
"as mentioned in ""eib medium term strategy for western balkans"" published recently three ""new sectors"" will also increasingly receive the eib support in the coming years: private sector (including foreign direct investment), health and human capital resources, including innovation and r&d, as well as environment (eib is finalising significant rehabilitation investments in infrastructure related to streets, communications and water utilities in the individual cities and municipalities in all the countries of the region).","die kürzlich veröffentlichte „mittelfristige strategie der eib für den westbalkan"" sieht vor, dass die eib in den kommenden jahren drei „neue sektoren"" verstärkt fördern wird: den privaten sektor (einschließlich ausländischer direktinvestitionen), gesundheit und humankapital (einschließlich innovation sowie forschung und entwicklung) und umwelt (die eib fördert derzeit in erheblichem umfang investitionsvorhaben zur sanierung der verkehrs-, telekommunikations- sowie wasser- und abwasserinfrastruktur in verschiedenen städten und kommunen in allen ländern der region)."
but the clear lesson of cancun is that no single player or group of players can deliver the round or make the multilateral system work on his own.,"die lehre, die wir aus cancún gezogen haben, ist jedoch, dass kein land und auch keine gruppe von ländern alleine eine verhandlungsrunde eröffnen oder dafür sorgen kann, dass das multilaterale system funktioniert."
"the noise directive, 2002/49/ec, defines a common approach intended to avoid, prevent or reduce the harmful effects of noise on human health, including annoyance and sleep disturbance due to exposure to environmental noise.","die lärmschutz-richtlinie 2002/49/eg bietet einen gemeinsamen ansatz zur vermeidung, verhinderung oder verringerung der schädlichen auswirkungen von lärm auf die menschliche gesundheit, einschließlich belästigung und schlafstörung aufgrund von umgebungslärm."
"member states will by 2003 be able to authorise the use of colour photographs next to the warning labels on cigarette packs (for example, showing the cancerous ravages of smoking on infected lungs and the ugliness of diseased smokers' mouths).","die mitgliedstaaten werden ab 2003 die möglichkeit haben, neben der gesundheitswarnung auf zigarettenpackungen den aufdruck von farbfotos zu erlauben (die etwa die krebsschädigung der lunge durch das rauchen oder die verunstaltungen im mund von rauchern zeigen)."
"upgrading facilities across the edgbaston campus will improve the student experience, support excellence research and help ensure the university remains at the top of its game.","die modernisierung der einrichtungen des edgbaston-campus wird die lernbedingungen für die studenten verbessern, spitzenforschung fördern und dazu beitragen, dass die universität weiterhin ganz oben mitspielt."
mri is currently the leading technique for detecting brain tumours and many other serious conditions.,die mrt ist die derzeit führende technologie zur diagnose von hirntumoren und zahlreicher weiterer schwerer erkrankungen.
"the option for contracting authorities to require safeguards (from suppliers) to ensure the protection of classified information against unauthorised access and security of supply so that armed forces receive deliveries in time, particularly in times of crisis or armed conflict.","die möglichkeit für öffentliche auftraggeber, den lieferanten sicherungsmaßnahmen vorzuschreiben, damit geheim zu haltende informationen vor unerlaubtem zugriff geschützt sind und die versorgungssicherheit gewährleistet wird, so dass die streitkräfte, insbesondere im krisen- oder kriegsfall, rechtzeitig beliefert werden."
